year,season,site,zone,transect,segment,classcode,density,count,meters_sampled,class,subclass,size_or_stipe_count,area_samp
2019,summer,harris,shallow,upcoast,20-30m,halkam,0.15,3,10,invert,mollusc,"62, 49, 69",20
2019,summer,harris,shallow,upcoast,20-30m,crub,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,derimb,0.1,2,10,invert,star,"69, 25",20
2019,summer,sandy cove,deep,upcoast,0-10m,evatros,0.1,2,10,invert,star,"89, 58",20
2019,summer,sandy cove,deep,upcoast,0-10m,urtpis,0.05,1,10,invert,anemone,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,strdro,0.45,5,10,invert,urchin,"27, 28, 34, 33, 30",20
2019,summer,sandy cove,deep,upcoast,0-10m,strfraad,0.5,9,10,invert,urchin,"29, 43, 46, 40, 44, 79, 43, 82, 58",20
2019,summer,sandy cove,deep,upcoast,0-10m,hermcrb,0.15,3,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,cragig,0.05,1,10,invert,mollusc,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,halkam,1.1,21,10,invert,mollusc,"40, 54, 70, 41, 45, 38, 47, 44, 52, 64, 39, 44, 47, 40, 28, 25, 27, 40, 52, 45, 48",20
2019,summer,sandy cove,deep,upcoast,0-10m,cerfol,0.1,2,10,invert,mollusc,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,haliga,0.25,5,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,cnefin,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,0-10m,crub,0.35,7,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,derimb,0.25,4,10,invert,star,"25, 61, 70, 75",20
2019,summer,sandy cove,deep,upcoast,10-20m,henric,0.1,1,10,invert,star,28,20
2019,summer,sandy cove,deep,upcoast,10-20m,evatros,0.05,1,10,invert,star,81,20
2019,summer,sandy cove,deep,upcoast,10-20m,strdro,0.3,6,10,invert,urchin,"38, 42, 28, 25, 32, 27",20
2019,summer,sandy cove,deep,upcoast,10-20m,strfraad,0.1,2,10,invert,urchin,"45, 66",20
2019,summer,sandy cove,deep,upcoast,10-20m,cucmin,0.05,1,10,invert,cuc,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,"57, 47, 53, 56, 67, 70, 52, 42, 50, 50, 54, 100, 73, 60, 58, 48, 53, 67, 43",0.05,1,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,cryste,0.05,1,10,invert,mollusc,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,cragig,0.05,1,10,invert,mollusc,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,halkam,2.459016393442623,24,6.1,invert,mollusc,"35, 38, 50, 26, 43, 35, 44, 48, 53, 25, 25, 50, 64, 55, 25, 42, 45, 66, 74, 36, 41, 56, 40, 65",12.2
2019,summer,sandy cove,deep,upcoast,10-20m,halaur,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,haliga,0.1,2,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,10-20m,crub,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,20-30m,derimb,0.15,3,10,invert,star,"95, 65, 40",20
2019,summer,sandy cove,deep,upcoast,20-30m,henric,0.05,0,10,invert,star,NA,20
2019,summer,sandy cove,deep,upcoast,20-30m,evatros,0.05,1,10,invert,star,132,20
2019,summer,sandy cove,deep,upcoast,20-30m,strdro,0.25,2,10,invert,urchin,"28, 40",20
2019,summer,sandy cove,deep,upcoast,20-30m,strfraad,0.85,17,10,invert,urchin,"64, 75, 51, 55, 61, 40, 58, 71, 50, 61, 65, 60, 51, 51, 52, 75, 60",20
2019,summer,sandy cove,deep,upcoast,20-30m,cucmin,0.05,1,10,invert,cuc,NA,20
2019,summer,sandy cove,deep,upcoast,20-30m,loxscy,0.1,2,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,20-30m,hermcrb,0.1,2,10,other,other,NA,20
2019,summer,sandy cove,deep,upcoast,20-30m,halkam,0.95,16,10,invert,mollusc,"74, 53, 48, 45, 35, 82, 51, 25, 73, 56, 50, 60, 30, 26, 35, 54",20
2019,summer,sandy cove,shallow,downcoast,20-30m,derimb,0.2,4,10,invert,star,"31, 63, 93, 105",20
2019,summer,sandy cove,shallow,downcoast,20-30m,strfraad,0.1,2,10,invert,urchin,"38, 43",20
2019,summer,sandy cove,shallow,downcoast,20-30m,parcal,0.05,1,10,invert,cuc,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,canspp,0.05,1,10,invert,crab,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,hermcrb,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,pugpro,0.05,1,10,invert,crab,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,cryste,0.1,2,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,cragig,0.25,5,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,halkam,2.678571428571429,30,5.6,invert,mollusc,"42, 45, 41, 51, 47, 50, 38, 38, 57, 57, 57, 52, 47, 50, 65, 61, 44, 46, 40, 48, 42, 49, 49, 60, 37, 63, 29, 61, 42, 55",11.2
2019,summer,sandy cove,shallow,downcoast,20-30m,cerfol,0.05,1,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,cnefin,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,20-30m,crub,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,derimb,0.15,2,10,invert,star,"90, 53",20
2019,summer,sandy cove,shallow,downcoast,10-20m,ortkoe,0.05,1,10,invert,star,152,20
2019,summer,sandy cove,shallow,downcoast,10-20m,evatros,0.05,1,10,invert,star,52,20
2019,summer,sandy cove,shallow,downcoast,10-20m,strdro,0.3,5,10,invert,urchin,"40, 42, 40, 29, 25",20
2019,summer,sandy cove,shallow,downcoast,10-20m,strfraad,2,29,7.5,invert,urchin,"47, 39, 51, 39, 48, 43, 57, 57, 40, 50, 41, 42, 50, 55, 51, 66, 28, 50, 50, 40, 35, 72, 55, 75, 75, 32, 32, 29, 39",15
2019,summer,sandy cove,shallow,downcoast,10-20m,cucmin,0.15,3,10,invert,cuc,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,parcal,0.2,4,10,invert,cuc,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,hermcrb,0.25,5,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,cragig,0.1,2,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,halkam,1.35,27,10,invert,mollusc,"64, 54, 61, 46, 40, 42, 70, 45, 49, 39, 42, 44, 35, 65, 50, 33, 31, 35, 35, 29, 52, 53, 57, 45, 58, 49, 62",20
2019,summer,sandy cove,shallow,downcoast,10-20m,cerfol,0.05,1,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,halaur,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,crub,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,10-20m,medaeq,1.4,28,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,derimb,0.15,3,10,invert,star,"85, 82, 75",20
2019,summer,sandy cove,shallow,downcoast,0-10m,henric,0.2,4,10,invert,star,"37, 32, 30, 28",20
2019,summer,sandy cove,shallow,downcoast,0-10m,evatros,0.1,2,10,invert,star,"130, 39",20
2019,summer,sandy cove,shallow,downcoast,0-10m,strdro,0.4,6,10,invert,urchin,"25, 36, 26, 33, 30, 41",20
2019,summer,sandy cove,shallow,downcoast,0-10m,strfraad,0.5,10,10,invert,urchin,"51, 42, 58, 37, 41, 34, 42, 70, 36, 47",20
2019,summer,sandy cove,shallow,downcoast,0-10m,parcal,0.05,1,10,invert,cuc,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,loxscy,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,mimfol,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,hermcrb,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,cragig,0.1,2,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,halkam,3.75,30,4,invert,mollusc,"38, 32, 42, 36, 37, 33, 32, 32, 35, 46, 53, 45, 68, 61, 55, 47, 43, 50, 50, 60, 55, 40, 29, 39, 46, 47, 25, 25, 43, 57",8
2019,summer,sandy cove,shallow,downcoast,0-10m,cerfol,0.05,1,10,invert,mollusc,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,halaur,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,haliga,0.15,3,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,crysit,0.05,1,10,other,other,NA,20
2019,summer,sandy cove,shallow,downcoast,0-10m,phypap,0.05,1,10,other,other,NA,20
2019,summer,breast,deep,downcoast,0-10m,macpyrad,0.1,2,10,algae,brown_algae,"2,36",20
2019,summer,breast,deep,downcoast,0-10m,agacla,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,0-10m,sacgro,0.2,4,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,0-10m,opunt,0.1,2,10,algae,red_algae,NA,20
2019,summer,breast,deep,downcoast,0-10m,const,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,deep,downcoast,0-10m,macpyrjv,0.65,13,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,10-20m,macpyrad,0.1,2,10,algae,brown_algae,"12,17",20
2019,summer,breast,deep,downcoast,10-20m,agafim,0.1,2,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,10-20m,sacgro,0.3,6,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,10-20m,opunt,0.5,10,10,algae,red_algae,NA,20
2019,summer,breast,deep,downcoast,10-20m,macpyrjv,0.45,9,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,20-30m,macpyrad,0.1,2,10,algae,brown_algae,"37,4",20
2019,summer,breast,deep,downcoast,20-30m,agafim,0.35,7,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,20-30m,agacla,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,deep,downcoast,20-30m,opunt,0.35,7,10,algae,red_algae,NA,20
2019,summer,breast,deep,downcoast,20-30m,macpyrjv,1.75,35,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,0-10m,macpyrad,0.1,2,10,algae,brown_algae,"3,4",20
2019,summer,breast,deep,upcoast,0-10m,agafim,0.2,4,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,0-10m,agacla,0.1,2,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,0-10m,sacgro,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,0-10m,opunt,0.15,3,10,algae,red_algae,NA,20
2019,summer,breast,deep,upcoast,0-10m,macpyrjv,0.15,3,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,10-20m,agafim,0.1,2,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,10-20m,opunt,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,deep,upcoast,10-20m,macpyrjv,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,20-30m,macpyrad,0.05,1,10,algae,brown_algae,4,20
2019,summer,breast,deep,upcoast,20-30m,agafim,0.15,3,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,20-30m,sacgro,0.15,3,10,algae,brown_algae,NA,20
2019,summer,breast,deep,upcoast,20-30m,opunt,0.35,7,10,algae,red_algae,NA,20
2019,summer,breast,deep,upcoast,20-30m,macpyrjv,0.7,14,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,0-10m,macpyrad,0.2,4,10,algae,brown_algae,"25,29,41,12",20
2019,summer,breast,shallow,downcoast,0-10m,agafim,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,0-10m,opunt,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,shallow,downcoast,0-10m,const,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,shallow,downcoast,0-10m,macpyrjv,0.25,5,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,10-20m,macpyrad,0.05,1,10,algae,brown_algae,23,20
2019,summer,breast,shallow,downcoast,10-20m,agafim,0.2,4,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,10-20m,sacgro,0.1,2,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,10-20m,opunt,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,shallow,downcoast,10-20m,const,0.15,3,10,algae,red_algae,NA,20
2019,summer,breast,shallow,downcoast,10-20m,macpyrjv,1.1,22,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,20-30m,agafim,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,downcoast,20-30m,macpyrjv,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,0-10m,macpyrad,0.15,3,10,algae,brown_algae,"24,5,13",20
2019,summer,breast,shallow,upcoast,0-10m,agacla,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,0-10m,opunt,0.1,2,10,algae,red_algae,NA,20
2019,summer,breast,shallow,upcoast,0-10m,macpyrjv,0.45,9,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,10-20m,agafim,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,10-20m,opunt,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,shallow,upcoast,10-20m,const,0.05,1,10,algae,red_algae,NA,20
2019,summer,breast,shallow,upcoast,10-20m,macpyrjv,1.1,22,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,20-30m,agafim,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,20-30m,agacla,0.05,1,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,20-30m,opunt,0.15,3,10,algae,red_algae,NA,20
2019,summer,breast,shallow,upcoast,20-30m,const,0.15,3,10,algae,red_algae,NA,20
2019,summer,breast,shallow,upcoast,20-30m,macpyrjv,0.45,9,10,algae,brown_algae,NA,20
2019,summer,breast,shallow,upcoast,0-10m,derimb,0.4,7,10,invert,star,"70, 80, 60, 70, 60, 60, 60",20
2019,summer,breast,shallow,upcoast,0-10m,henric,0.05,0,10,invert,star,NA,20
2019,summer,breast,shallow,upcoast,0-10m,pisoch,0.05,1,10,invert,star,70,20
2019,summer,breast,shallow,upcoast,0-10m,evatros,0.05,1,10,invert,star,40,20
2019,summer,breast,shallow,upcoast,0-10m,strdro,0.05,0,10,invert,urchin,NA,20
2019,summer,breast,shallow,upcoast,0-10m,parcal,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,shallow,upcoast,0-10m,loxscy,0.1,2,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,0-10m,hermcrb,0.6,12,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,0-10m,pugpro,0.1,2,10,invert,crab,NA,20
2019,summer,breast,shallow,upcoast,0-10m,cragig,0.2,4,10,invert,mollusc,NA,20
2019,summer,breast,shallow,upcoast,0-10m,halkam,1.05,21,10,invert,mollusc,"51, 60, 55, 62, 55, 53, 51, 37, 39, 56, 47, 44, 32, 50, 77, 75, 87, 54, 38, 59, 53",20
2019,summer,breast,shallow,upcoast,0-10m,halaur,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,10-20m,derimb,0.3,6,10,invert,star,"70, 60, 50, 80, 70, 50",20
2019,summer,breast,shallow,upcoast,10-20m,strdro,0.15,2,10,invert,urchin,"25, 35",20
2019,summer,breast,shallow,upcoast,10-20m,strfraad,0.5,9,10,invert,urchin,"84, 35, 63, 30, 76, 85, 94, 61, 76",20
2019,summer,breast,shallow,upcoast,10-20m,parcal,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,shallow,upcoast,10-20m,loxscy,0.2,4,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,10-20m,hermcrb,0.25,5,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,10-20m,cryste,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,shallow,upcoast,10-20m,cragig,0.15,3,10,invert,mollusc,NA,20
2019,summer,breast,shallow,upcoast,10-20m,halkam,0.95,19,10,invert,mollusc,"55, 56, 54, 53, 62, 44, 38, 57, 44, 68, 45, 57, 54, 61, 78, 63, 52, 67, 74",20
2019,summer,breast,shallow,upcoast,10-20m,haliga,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,10-20m,cnefin,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,10-20m,crub,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,20-30m,derimb,0.2,4,10,invert,star,"70, 30, 50, 60",20
2019,summer,breast,shallow,upcoast,20-30m,henric,0.05,0,10,invert,star,NA,20
2019,summer,breast,shallow,upcoast,20-30m,evatros,0.05,0,10,invert,star,NA,20
2019,summer,breast,shallow,upcoast,20-30m,strdro,0.25,4,10,invert,urchin,"42, 45, 48, 34",20
2019,summer,breast,shallow,upcoast,20-30m,strfraad,0.25,5,10,invert,urchin,"27, 38, 53, 44, 65",20
2019,summer,breast,shallow,upcoast,20-30m,hermcrb,0.1,2,10,other,other,NA,20
2019,summer,breast,shallow,upcoast,20-30m,halkam,1.15,23,10,invert,mollusc,"51, 44, 60, 68, 71, 66, 53, 71, 60, 79, 76, 72, 51, 82, 25, 48, 79, 67, 64, 43, 50, 66, 67",20
2019,summer,breast,deep,upcoast,0-10m,derimb,0.2,2,10,invert,star,"30, 43",20
2019,summer,breast,deep,upcoast,0-10m,ortkoe,0.05,1,10,invert,star,41,20
2019,summer,breast,deep,upcoast,0-10m,strdro,0.65,5,10,invert,urchin,"44, 26, 45, 53, 35",20
2019,summer,breast,deep,upcoast,0-10m,strfraad,1.25,23,10,invert,urchin,"36, 31, 28, 79, 108, 42, 61, 38, 71, 55, 85, 79, 50, 27, 46, 75, 76, 78, 79, 61, 36, 53, 77",20
2019,summer,breast,deep,upcoast,0-10m,cucmin,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,deep,upcoast,0-10m,hermcrb,0.1,2,10,other,other,NA,20
2019,summer,breast,deep,upcoast,0-10m,pugpro,0.05,1,10,invert,crab,NA,20
2019,summer,breast,deep,upcoast,0-10m,cryste,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,0-10m,halkam,1.25,24,10,invert,mollusc,"68, 78, 62, 95, 50, 34, 80, 54, 57, 52, 67, 40, 85, 54, 53, 108, 58, 48, 45, 72, 85, 34, 61, 48",20
2019,summer,breast,deep,upcoast,0-10m,haliga,0.15,3,10,other,other,NA,20
2019,summer,breast,deep,upcoast,0-10m,cnefin,0.2,4,10,other,other,NA,20
2019,summer,breast,deep,upcoast,0-10m,crub,0.2,4,10,other,other,NA,20
2019,summer,breast,deep,upcoast,10-20m,derimb,0.4,7,10,invert,star,"81, 66, 56, 66, 74, 95, 91",20
2019,summer,breast,deep,upcoast,10-20m,henric,0.35,5,10,invert,star,"37, 48, 45, 52, 46",20
2019,summer,breast,deep,upcoast,10-20m,strdro,1.8518518518518519,2,8.1,invert,urchin,"32, 27",16.2
2019,summer,breast,deep,upcoast,10-20m,strfraad,1.3,23,10,invert,urchin,"82, 91, 79, 76, 85, 55, 70, 94, 92, 42, 65, 79, 52, 34, 58, 61, 89, 28, 30, 69, 36, 64, 72",20
2019,summer,breast,deep,upcoast,10-20m,parcal,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,deep,upcoast,10-20m,canspp,0.05,1,10,invert,crab,NA,20
2019,summer,breast,deep,upcoast,10-20m,cryste,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,10-20m,cragig,0.1,2,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,10-20m,halkam,2.1527777777777777,29,7.2,invert,mollusc,"64, 65, 70, 70, 54, 48, 60, 50, 61, 59, 40, 47, 60, 34, 57, 31, 55, 37, 50, 35, 57, 58, 29, 76, 70, 48, 55, 57, 60",14.4
2019,summer,breast,deep,upcoast,10-20m,cerfol,0.15,3,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,10-20m,halaur,0.05,1,10,other,other,NA,20
2019,summer,breast,deep,upcoast,10-20m,haliga,0.1,2,10,other,other,NA,20
2019,summer,breast,deep,upcoast,10-20m,cnefin,0.35,7,10,other,other,NA,20
2019,summer,breast,deep,upcoast,10-20m,crub,0.25,5,10,other,other,NA,20
2019,summer,breast,deep,upcoast,10-20m,bolvil,0.05,1,10,other,other,NA,20
2019,summer,breast,deep,upcoast,20-30m,derimb,0.5,9,10,invert,star,"30, 53, 75, 109, 74, 44, 110, 52, 59",20
2019,summer,breast,deep,upcoast,20-30m,henric,0.15,1,10,invert,star,27,20
2019,summer,breast,deep,upcoast,20-30m,evatros,0.05,1,10,invert,star,56,20
2019,summer,breast,deep,upcoast,20-30m,strdro,0.7,3,10,invert,urchin,"26, 25, 55",20
2019,summer,breast,deep,upcoast,20-30m,strfraad,0.4,4,10,invert,urchin,"57, 66, 25, 36",20
2019,summer,breast,deep,upcoast,20-30m,cucmin,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,deep,upcoast,20-30m,parcal,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,deep,upcoast,20-30m,cryste,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,20-30m,cragig,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,20-30m,halkam,1.7647058823529411,28,8.5,invert,mollusc,"61, 39, 42, 52, 72, 74, 52, 83, 61, 65, 72, 108, 66, 97, 32, 55, 52, 28, 60, 85, 71, 68, 47, 67, 69, 41, 59, 60",17
2019,summer,breast,deep,upcoast,20-30m,cerfol,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,deep,upcoast,20-30m,haliga,0.1,2,10,other,other,NA,20
2019,summer,breast,deep,upcoast,20-30m,cnefin,0.2,4,10,other,other,NA,20
2019,summer,breast,deep,upcoast,20-30m,crub,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,downcoast,0-10m,derimb,0.35,6,10,invert,star,"60, 112, 61, 72, 59, 38",20
2019,summer,breast,shallow,downcoast,0-10m,henric,0.45,4,10,invert,star,"58, 42, 63, 31",20
2019,summer,breast,shallow,downcoast,0-10m,pisoch,0.05,1,10,invert,star,69,20
2019,summer,breast,shallow,downcoast,0-10m,strfraad,0.45,8,10,invert,urchin,"33, 79, 75, 36, 61, 59, 48, 63",20
2019,summer,breast,shallow,downcoast,0-10m,canspp,0.05,1,10,invert,crab,NA,20
2019,summer,breast,shallow,downcoast,0-10m,cragig,0.35,7,10,invert,mollusc,NA,20
2019,summer,breast,shallow,downcoast,0-10m,halkam,4.838709677419355,30,3.1,invert,mollusc,"66, 72, 71, 64, 66, 51, 60, 61, 60, 39, 64, 59, 108, 52, 81, 51, 53, 54, 58, 57, 56, 58, 41, 66, 66, 89, 74, 55, 76, 45",6.2
2019,summer,breast,shallow,downcoast,0-10m,haliga,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,downcoast,0-10m,cnefin,0.9,18,10,other,other,NA,20
2019,summer,breast,shallow,downcoast,10-20m,derimb,0.25,3,10,invert,star,"26, 45, 56",20
2019,summer,breast,shallow,downcoast,10-20m,henric,0.1,1,10,invert,star,34,20
2019,summer,breast,shallow,downcoast,10-20m,pisoch,0.05,1,10,invert,star,115,20
2019,summer,breast,shallow,downcoast,10-20m,strdro,0.15,2,10,invert,urchin,"31, 32",20
2019,summer,breast,shallow,downcoast,10-20m,strfraad,0.55,9,10,invert,urchin,"27, 62, 43, 56, 42, 25, 78, 26, 40",20
2019,summer,breast,shallow,downcoast,10-20m,parcal,0.1,2,10,invert,cuc,NA,20
2019,summer,breast,shallow,downcoast,10-20m,loxscy,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,downcoast,10-20m,pugpro,0.05,1,10,invert,crab,NA,20
2019,summer,breast,shallow,downcoast,10-20m,cragig,0.05,1,10,invert,mollusc,NA,20
2019,summer,breast,shallow,downcoast,10-20m,halkam,0.8,16,10,invert,mollusc,"68, 44, 46, 79, 78, 42, 75, 70, 56, 81, 78, 56, 66, 97, 44, 78",20
2019,summer,breast,shallow,downcoast,10-20m,cnefin,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,downcoast,10-20m,crub,0.05,1,10,other,other,NA,20
2019,summer,breast,shallow,downcoast,20-30m,derimb,0.15,3,10,invert,star,"71, 72, 121",20
2019,summer,breast,shallow,downcoast,20-30m,henric,0.05,0,10,invert,star,NA,20
2019,summer,breast,shallow,downcoast,20-30m,evatros,0.2,3,10,invert,star,"98, 30, 79",20
2019,summer,breast,shallow,downcoast,20-30m,strdro,3.658536585365854,30,4.1,invert,urchin,"34,31,9,12,31,45,42,32,42,41,32,38,40,10,40,35,39,41,45,35,34,44,43,31,32,45,54,42,40,36,38,43",8.2
2019,summer,breast,shallow,downcoast,20-30m,strfraad,1.1,17,10,invert,urchin,"84, 72, 41, 34, 35, 38, 46, 25, 62, 25, 30, 31, 73, 78, 27, 29, 76",20
2019,summer,breast,shallow,downcoast,20-30m,cucmin,0.05,1,10,invert,cuc,NA,20
2019,summer,breast,shallow,downcoast,20-30m,parcal,0.2,4,10,invert,cuc,NA,20
2019,summer,breast,shallow,downcoast,20-30m,cragig,0.3,6,10,invert,mollusc,NA,20
2019,summer,breast,shallow,downcoast,20-30m,halkam,1.744186046511628,28,8.6,invert,mollusc,"28, 62, 79, 68, 61, 56, 54, 60, 54, 46, 44, 64, 36, 52, 34, 35, 36, 40, 28, 35, 42, 44, 44, 45, 36, 64, 81, 58",17.2
2019,summer,breast,shallow,downcoast,20-30m,cnefin,0.05,1,10,other,other,NA,20
2019,summer,breast,deep,downcoast,0-10m,macpyrad,0.1,1,10,algae,brown_algae,1,10
2019,summer,breast,deep,downcoast,0-10m,agafim,0.1,1,10,algae,brown_algae,NA,10
2019,summer,breast,deep,downcoast,0-10m,opunt,0.6,6,10,algae,red_algae,NA,10
2019,summer,breast,deep,downcoast,0-10m,const,0.2,2,10,algae,red_algae,NA,10
2019,summer,breast,deep,downcoast,0-10m,macpyrjv,0.1,1,10,algae,brown_algae,NA,10
2019,summer,breast,deep,downcoast,10-20m,macpyrad,0.1,1,10,algae,brown_algae,13,10
2019,summer,breast,deep,downcoast,10-20m,agafim,0.1,1,10,algae,brown_algae,NA,10
2019,summer,breast,deep,downcoast,10-20m,opunt,0.5,5,10,algae,red_algae,NA,10
2019,summer,breast,deep,downcoast,20-30m,macpyrad,0.1,1,10,algae,brown_algae,36,10
2019,summer,breast,deep,downcoast,20-30m,agafim,0.4,4,10,algae,brown_algae,NA,10
2019,summer,breast,deep,downcoast,20-30m,opunt,0.7,7,10,algae,red_algae,NA,10
2019,summer,breast,deep,downcoast,20-30m,macpyrjv,0.4,4,10,algae,brown_algae,NA,10
2019,summer,breast,deep,upcoast,0-10m,macpyrad,0.1,2,10,algae,brown_algae,"2,1",20
2019,summer,breast,deep,upcoast,0-10m,agafim,0.15,3,10,algae,brown_algae,NA,20
