year,season,site,zone,transect,segment,classcode,size_or_stipe_count,class,subclass,meters_sampled,area_samp
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,40,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,30,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,36,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,50,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,34,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,40,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,35,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,39,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,33,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,37,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,34,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,60,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,49,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,41,invert,mollusc,8.1,16.2
2020,summer,sandy cove,shallow,downcoast,20-30m,halkam,32,invert,mollusc,8.1,16.2
2020,summer,samsing,shallow,downcoast,0-10m,derimb,49,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,derimb,84,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,derimb,87,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,derimb,90,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,henric,25,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,henric,37,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,henric,32,invert,star,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,32,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,31,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,43,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,42,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,35,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,26,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,30,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,29,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,31,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,30,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strdro,33,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,36,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,61,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,69,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,36,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,54,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,42,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,34,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,48,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,42,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,58,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,62,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,59,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,47,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,65,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,strfraad,34,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,0-10m,halkam,39,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,38,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,35,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,53,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,36,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,64,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,60,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,61,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,54,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,72,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,43,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,42,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,61,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,50,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,47,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,44,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,49,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,59,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,46,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,54,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,36,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,44,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,54,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,52,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,53,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,59,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,41,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,49,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,64,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,47,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,0-10m,halkam,54,invert,mollusc,6,12
2020,summer,samsing,shallow,downcoast,10-20m,derimb,78,invert,star,10,20
2020,summer,samsing,shallow,downcoast,10-20m,derimb,27,invert,star,10,20
2020,summer,samsing,shallow,downcoast,10-20m,pisoch,81,invert,star,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,37,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,31,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,34,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,33,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,27,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,38,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,28,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,29,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,28,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,37,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strdro,40,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,62,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,49,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,43,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,56,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,69,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,46,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,strfraad,77,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,32,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,48,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,38,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,56,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,30,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,41,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,28,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,50,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,42,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,39,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,10-20m,halkam,34,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,27,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,79,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,41,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,36,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,84,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,106,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,derimb,82,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,pisbre,99,invert,star,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,27,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,25,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,36,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,38,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,31,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,43,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,31,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,36,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,44,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,33,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,43,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,36,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,37,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,54,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,31,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,42,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,32,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strdro,41,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,42,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,33,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,66,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,55,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,57,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,61,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,69,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,64,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,52,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,67,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,52,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,77,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,71,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,74,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,82,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,strfraad,86,invert,urchin,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,52,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,49,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,39,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,37,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,46,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,61,invert,mollusc,10,20
2020,summer,samsing,shallow,downcoast,20-30m,halkam,46,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,0-10m,derimb,62,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,derimb,31,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,derimb,56,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,derimb,25,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,derimb,136,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,derimb,33,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,ortkoe,73,invert,star,10,20
2020,summer,harris,deep,upcoast,0-10m,strdro,30,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,39,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,35,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,32,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,33,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,34,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,27,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,36,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,26,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,27,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,30,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,31,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,27,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,30,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,33,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,32,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,31,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,27,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,31,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,28,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,34,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,38,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,32,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,44,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,28,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,26,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,29,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,35,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,36,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,34,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strdro,28,invert,urchin,1.9,3.8
2020,summer,harris,deep,upcoast,0-10m,strfraad,65,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,62,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,57,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,49,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,44,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,68,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,66,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,60,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,62,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,29,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,70,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,50,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,42,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,55,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,36,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,52,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,52,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,41,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,37,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,77,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,62,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,59,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,32,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,61,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,32,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,82,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,43,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,26,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,67,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,55,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,47,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,strfraad,45,invert,urchin,4.1,8.2
2020,summer,harris,deep,upcoast,0-10m,halkam,106,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,0-10m,halkam,26,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,0-10m,halkam,40,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,0-10m,halkam,60,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,84,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,120,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,47,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,34,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,94,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,76,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,derimb,31,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,ortkoe,55,invert,star,10,20
2020,summer,harris,deep,upcoast,10-20m,halkam,66,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,10-20m,halkam,36,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,20-30m,halkam,40,invert,mollusc,10,20
2020,summer,harris,deep,upcoast,20-30m,halkam,26,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,0-10m,derimb,96,invert,star,10,20
2020,summer,harris,shallow,upcoast,0-10m,derimb,94,invert,star,10,20
2020,summer,harris,shallow,upcoast,0-10m,derimb,43,invert,star,10,20
2020,summer,harris,shallow,upcoast,0-10m,ortkoe,76,invert,star,10,20
2020,summer,harris,shallow,upcoast,0-10m,strdro,34,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,37,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,31,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,29,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,29,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,29,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,32,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,36,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,32,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,30,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,26,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,29,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,30,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,30,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,34,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,26,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,38,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,28,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,30,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,26,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,31,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,41,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,36,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,28,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,32,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,28,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,33,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,40,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,39,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,35,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,38,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strdro,32,invert,urchin,1.3,2.6
2020,summer,harris,shallow,upcoast,0-10m,strfraad,39,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,79,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,45,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,81,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,59,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,35,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,51,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,81,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,37,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,62,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,38,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,28,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,79,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,39,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,42,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,33,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,27,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,35,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,36,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,37,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,87,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,99,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,47,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,53,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,57,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,69,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,83,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,34,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,50,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,strfraad,31,invert,urchin,9.1,18.2
2020,summer,harris,shallow,upcoast,0-10m,halkam,58,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,0-10m,halkam,64,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,0-10m,halkam,62,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,0-10m,halkam,66,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,0-10m,halkam,41,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,10-20m,derimb,108,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,derimb,37,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,derimb,115,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,derimb,106,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,derimb,31,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,derimb,119,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,ortkoe,57,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,ortkoe,74,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,pisoch,48,invert,star,10,20
2020,summer,harris,shallow,upcoast,10-20m,halkam,43,invert,mollusc,10,20
2020,summer,harris,shallow,upcoast,10-20m,halkam,47,invert,mollusc,10,20
2020,summer,sandy cove,shallow,upcoast,0-10m,derimb,25,invert,star,10,20
